uniprot_id,species
L5LLN1,Myotis davidii
L5LM23,Myotis davidii
L5LR85,Myotis davidii
L5LSJ3,Myotis davidii
L5LVF5,Myotis davidii
L5LWL1,Myotis davidii
L5LZI5,Myotis davidii
L5M0X5,Myotis davidii
L5M2Y9,Myotis davidii
L5M4C8,Myotis davidii
L5M9T6,Myotis davidii
L5MCK3,Myotis davidii
L5MH44,Myotis davidii
L5MJI6,Myotis davidii
L5MJT5,Myotis davidii
L7MSD1,Equus caballus
L7N1B1,Myotis lucifugus
L8Y001,Tupaia chinensis
L8Y5H5,Tupaia chinensis
L8Y5Y6,Tupaia chinensis
L8Y8C3,Tupaia chinensis
L8Y9B6,Tupaia chinensis
L8Y9V0,Tupaia chinensis
L8YAN1,Tupaia chinensis
L8YAN9,Tupaia chinensis
L8YCB4,Tupaia chinensis
L8YD37,Tupaia chinensis
L9JCW9,Tupaia chinensis
L9JCX2,Tupaia chinensis
L9JF06,Tupaia chinensis
L9JG72,Tupaia chinensis
L9JH16,Tupaia chinensis
L9JK41,Tupaia chinensis
L9JP42,Tupaia chinensis
L9JR81,Tupaia chinensis
L9K5Q7,Tupaia chinensis
L9KLH7,Tupaia chinensis
L9KM31,Tupaia chinensis
L9KQ37,Tupaia chinensis
L9KR50,Tupaia chinensis
L9KUX5,Tupaia chinensis
L9KZJ7,Tupaia chinensis
L9L0D7,Tupaia chinensis
L9L6Q1,Tupaia chinensis
L9L8Y3,Tupaia chinensis
L9LCQ3,Tupaia chinensis
M0QT28,Tupaia chinensis
M1ECR8,Mustela putorius furo
M1EI64,Mustela putorius furo
M3W7A6,unresolved_or_inactive
M3XGV2,Latimeria chalumnae
M3XGW1,Latimeria chalumnae
M3XH14,Latimeria chalumnae
M3XHH0,Latimeria chalumnae
M3XIK5,Latimeria chalumnae
M3XJR8,Latimeria chalumnae
M3XL11,Latimeria chalumnae
M3XPR4,Mustela putorius furo
M3XT16,Mustela putorius furo
M3Y9U8,Mustela putorius furo
M3YEI3,Mustela putorius furo
M3ZK16,Xiphophorus maculatus
M3ZWH6,Xiphophorus maculatus
M3ZYM6,Xiphophorus maculatus
M4A8K8,Xiphophorus maculatus
M4ABG9,Xiphophorus maculatus
M4AHG6,Xiphophorus maculatus
M4APF0,Xiphophorus maculatus
M4ASQ7,Xiphophorus maculatus
O00115,Homo sapiens
O00159,Homo sapiens
O00230,Homo sapiens
O00311,Homo sapiens
O00400,Homo sapiens
O00410,Homo sapiens
O00470,Homo sapiens
O00507,Homo sapiens
O00585,Homo sapiens
O00744,Homo sapiens
O14514,Homo sapiens
O14558,Homo sapiens
O14618,Homo sapiens
O14633,Homo sapiens
O14638,Homo sapiens
O14713,Homo sapiens
O14727,Homo sapiens
O14756,Homo sapiens
O14757,Homo sapiens
O14770,Homo sapiens
O14777,Homo sapiens
O14793,Homo sapiens
O14795,Homo sapiens
O14874,Homo sapiens
O14894,Homo sapiens
O14936,Homo sapiens
O14967,Homo sapiens
O14974,Homo sapiens
O14977,Homo sapiens
O15015,Homo sapiens
O15018,Homo sapiens
O15034,Homo sapiens
O15042,Homo sapiens
O15069,Homo sapiens
O15091,Homo sapiens
O15119,Homo sapiens
O15120,Homo sapiens
O15127,Homo sapiens
O15151,Homo sapiens
O15162,Homo sapiens
O15164,Homo sapiens
O15232,Homo sapiens
O15247,Homo sapiens
O15344,Homo sapiens
O15392,Homo sapiens
O15394,Homo sapiens
O15400,Homo sapiens
O15417,Homo sapiens
O15427,Homo sapiens
O15439,Homo sapiens
O15516,Homo sapiens
O15523,Homo sapiens
O15530,Homo sapiens
O15530-4,Homo sapiens
O15547,Homo sapiens
O15553,Homo sapiens
O43156,Homo sapiens
O43189,Homo sapiens
O43280,Homo sapiens
O43307,Homo sapiens
O43309,Homo sapiens
O43314,Homo sapiens
O43374,Homo sapiens
O43464,Homo sapiens
O43524,Homo sapiens
O43529,Homo sapiens
O43566,Homo sapiens
O43570,Homo sapiens
O43609,Homo sapiens
O43614,Homo sapiens
O43633,Homo sapiens
O43674,Homo sapiens
O43791,Homo sapiens
O43889,Homo sapiens
O43896,Homo sapiens
O43908,Homo sapiens
O60218,Homo sapiens
O60299,Homo sapiens
O60313,Homo sapiens
O60343,Homo sapiens
O60469,Homo sapiens
O60494,Homo sapiens
O60503,Homo sapiens
O60547,Homo sapiens
O60602,Homo sapiens
O60663,Homo sapiens
O60673,Homo sapiens
O60675,Homo sapiens
O60706,Homo sapiens
O60741,Homo sapiens
O60825,Homo sapiens
O60861,Homo sapiens
O60869,Homo sapiens
O75030,Homo sapiens
O75061,Homo sapiens
O75121,Homo sapiens
O75146,Homo sapiens
O75152,Homo sapiens
O75155,Homo sapiens
O75369,Homo sapiens
O75376,Homo sapiens
O75385,Homo sapiens
O75387,Homo sapiens
O75417,Homo sapiens
O75419,Homo sapiens
O75563,Homo sapiens
O75628,Homo sapiens
O75691,Homo sapiens
O75787,Homo sapiens
O75791,Homo sapiens
O75817,Homo sapiens
O75828,Homo sapiens
O75881,Homo sapiens
O76036,Homo sapiens
O76054,Homo sapiens
O76090,Homo sapiens
O94817,Homo sapiens
O94875,Homo sapiens
O94875-8,Homo sapiens
O94885,Homo sapiens
O94910,Homo sapiens
O94921,Homo sapiens
O94979,Homo sapiens
O94983,Homo sapiens
O94988,Homo sapiens
O94988-3,Homo sapiens
O95050,Homo sapiens
O95071,Homo sapiens
O95073,Homo sapiens
O95169,Homo sapiens
O95198,Homo sapiens
O95239,Homo sapiens
O95255,Homo sapiens
O95365,Homo sapiens
O95382,Homo sapiens
O95382-2,Homo sapiens
O95428,Homo sapiens
O95456,Homo sapiens
O95497,Homo sapiens
O95631,Homo sapiens
O95665,Homo sapiens
O95704,Homo sapiens
O95750,Homo sapiens
O95863,Homo sapiens
O95870,Homo sapiens
O95876,Homo sapiens
O95907,Homo sapiens
O95932,Homo sapiens
O95985,Homo sapiens
O95999,Homo sapiens
O96013,Homo sapiens
P00338,Homo sapiens
P00338-4,Homo sapiens
P00492,Homo sapiens
P00519,Homo sapiens
P01138,Homo sapiens
P01160,Homo sapiens
P01225,Homo sapiens
P01241,Homo sapiens
P01266,Homo sapiens
P01270,Homo sapiens
P01566,Homo sapiens
P01569,Homo sapiens
P01589,Homo sapiens
P01591,Homo sapiens
P01611,Homo sapiens
P01615,Homo sapiens
P03372,Homo sapiens
P03372-2,Homo sapiens
P03372-3,Homo sapiens
P04049,Homo sapiens
P04114,Homo sapiens
P04141,Homo sapiens
P04150,Homo sapiens
P04150-7,Homo sapiens
P04233,Homo sapiens
P04233-2,Homo sapiens
P04233-3,Homo sapiens
P04637,Homo sapiens
P04637-7,Homo sapiens
P04818,Homo sapiens
P04843,Homo sapiens
P05023,Homo sapiens
P05107,Homo sapiens
P05114,Homo sapiens
P05412,Homo sapiens
P05783,Homo sapiens
P05981,Homo sapiens
P06280,Homo sapiens
P06307,Homo sapiens
P06729,Homo sapiens
P07101,Homo sapiens
P07197,Homo sapiens
P07332,Homo sapiens
P07359,Homo sapiens
P07954,Homo sapiens
P08047,Homo sapiens
P08069,Homo sapiens
P08151,Homo sapiens
P08493,Homo sapiens
P08559,Homo sapiens
P08686,Homo sapiens
P08709,Homo sapiens
P08922,Homo sapiens
P09455,Homo sapiens
P09488,Homo sapiens
P09622,Homo sapiens
P09661,Homo sapiens
P09917,Homo sapiens
P0C1S8,Homo sapiens
P0CG47,Homo sapiens
P0DJD7,Homo sapiens
P0DPK5,Homo sapiens
P10070,Homo sapiens
P10070-2,Homo sapiens
P10071,Homo sapiens
P10114,Homo sapiens
P10244,Homo sapiens
P10275,Homo sapiens
P10275-3,Homo sapiens
P10398,Homo sapiens
P10636,Homo sapiens
P10636-6,Homo sapiens
P11177,Homo sapiens
P11362,Homo sapiens
P11474,Homo sapiens
P11488,Homo sapiens
P11586,Homo sapiens
P11717,Homo sapiens
P11766,Homo sapiens
P12018,Homo sapiens
P12036,Homo sapiens
P12830,Homo sapiens
P12980,Homo sapiens
P13385,Homo sapiens
P13533,Homo sapiens
P13569,Homo sapiens
P13637,Homo sapiens
P14136,Homo sapiens
P14652,Homo sapiens
P15056,Homo sapiens
P15144,Homo sapiens
P15153,Homo sapiens
P15248,Homo sapiens
P15813,Homo sapiens
P15907,Homo sapiens
P16109,Homo sapiens
P16333,Homo sapiens
P16471,Homo sapiens
P16519,Homo sapiens
P17014,Homo sapiens
P17027,Homo sapiens
P17174,Homo sapiens
P17302,Homo sapiens
P17752,Homo sapiens
P18054,Homo sapiens
P18075,Homo sapiens
P18615,Homo sapiens
P18846,Homo sapiens
P18859,Homo sapiens
P19440,Homo sapiens
P19484,Homo sapiens
P19634,Homo sapiens
P19835,Homo sapiens
P19838,Homo sapiens
P20061,Homo sapiens
P20648,Homo sapiens
P20701,Homo sapiens
P20742,Homo sapiens
P20827,Homo sapiens
P20930,Homo sapiens
P20941,Homo sapiens
P21127,Homo sapiens
P21802,Homo sapiens
P21810,Homo sapiens
P21980,Homo sapiens
P21980-3,Homo sapiens
P22033,Homo sapiens
P22079,Homo sapiens
P22083,Homo sapiens
P22087,Homo sapiens
P22413,Homo sapiens
P22557,Homo sapiens
P22736,Homo sapiens
P22830,Homo sapiens
P23528,Homo sapiens
P23786,Homo sapiens
P24928,Homo sapiens
P25208,Homo sapiens
P25940,Homo sapiens
P25942,Homo sapiens
P26045,Homo sapiens
P26232,Homo sapiens
P26358,Homo sapiens
P26367,Homo sapiens
P26651,Homo sapiens
P26885,Homo sapiens
P26951,Homo sapiens
P27169,Homo sapiens
P27986,Homo sapiens
P28069,Homo sapiens
P28223,Homo sapiens
P28358,Homo sapiens
P28476,Homo sapiens
P28845,Homo sapiens
P29083,Homo sapiens
P29590,Homo sapiens
P30084,Homo sapiens
P30154,Homo sapiens
P30291,Homo sapiens
P30291-2,Homo sapiens
P30304,Homo sapiens
P30305,Homo sapiens
P30307,Homo sapiens
P30511,Homo sapiens
P30520,Homo sapiens
P30536,Homo sapiens
P30793,Homo sapiens
P30989,Homo sapiens
P31150,Homo sapiens
P31153,Homo sapiens
P31273,Homo sapiens
P31513,Homo sapiens
P32004,Homo sapiens
P32189,Homo sapiens
P32243,Homo sapiens
P32745,Homo sapiens
P32754,Homo sapiens
P32927,Homo sapiens
P34130,Homo sapiens
P35222,Homo sapiens
P35243,Homo sapiens
P35348,Homo sapiens
P35367,Homo sapiens
P35555,Homo sapiens
P35556,Homo sapiens
P35568,Homo sapiens
P35610,Homo sapiens
P35789,Homo sapiens
P36402,Homo sapiens
P36406,Homo sapiens
P36575,Homo sapiens
P36639,Homo sapiens
P36873,Homo sapiens
P36955,Homo sapiens
P37268,Homo sapiens
P39656,Homo sapiens
P40394,Homo sapiens
P40426,Homo sapiens
P40818,Homo sapiens
P40937,Homo sapiens
P41145,Homo sapiens
P41161,Homo sapiens
P41181,Homo sapiens
P41229,Homo sapiens
P41240,Homo sapiens
P41250,Homo sapiens
P41279,Homo sapiens
P42127,Homo sapiens
P42575,Homo sapiens
P42768,Homo sapiens
P42830,Homo sapiens
P43119,Homo sapiens
P43155,Homo sapiens
P43357,Homo sapiens
P43405,Homo sapiens
P43626,Homo sapiens
P43681,Homo sapiens
P45378,Homo sapiens
P45973,Homo sapiens
P46439,Homo sapiens
P46527,Homo sapiens
P46777,Homo sapiens
P46937,Homo sapiens
P47895,Homo sapiens
P47901,Homo sapiens
P47902,Homo sapiens
P48039,Homo sapiens
P48146,Homo sapiens
P48547,Homo sapiens
P48551,Homo sapiens
P48552,Homo sapiens
P48729,Homo sapiens
P48735,Homo sapiens
P48736,Homo sapiens
P49238,Homo sapiens
P49418,Homo sapiens
P49450,Homo sapiens
P49450-2,Homo sapiens
P49585,Homo sapiens
P49642,Homo sapiens
P49675,Homo sapiens
P49685,Homo sapiens
P49699,Oryctolagus cuniculus
P49748,Homo sapiens
P49750,Homo sapiens
P49757,Homo sapiens
P49792,Homo sapiens
P49796,Homo sapiens
P49815,Homo sapiens
P49841,Homo sapiens
P50225,Homo sapiens
P50458,Homo sapiens
P50549,Homo sapiens
P50549-4,Homo sapiens
P50583,Homo sapiens
P51149,Homo sapiens
P51582,Homo sapiens
P51587,Homo sapiens
P51589,Homo sapiens
P51617,Homo sapiens
P51677,Homo sapiens
P51812,Homo sapiens
P51816,Homo sapiens
P51843,Homo sapiens
P51946,Homo sapiens
P52198,Homo sapiens
P52565,Homo sapiens
P52566,Homo sapiens
P52655,Homo sapiens
P52747,Homo sapiens
P52823,Homo sapiens
P52888,Homo sapiens
P53004,Homo sapiens
P53350,Homo sapiens
P53365,Homo sapiens
P53539,Homo sapiens
P53779,Homo sapiens
P53816,Homo sapiens
P54253,Homo sapiens
P54756,Homo sapiens
P54760,Homo sapiens
P54819,Homo sapiens
P54886,Homo sapiens
P54922,Homo sapiens
P55040,Homo sapiens
P55042,Homo sapiens
P55201,Homo sapiens
P55287,Homo sapiens
P55344,Homo sapiens
P56524,Homo sapiens
P57059,Homo sapiens
P57073,Homo sapiens
P57078,Homo sapiens
P57740,Homo sapiens
P58340,Homo sapiens
P59103,Homo sapiens
P60014,Homo sapiens
P60981,Homo sapiens
P61218,Homo sapiens
P61587,Homo sapiens
P61647,Homo sapiens
P61764,Homo sapiens
P62079,Homo sapiens
P62380,Homo sapiens
P62854,Homo sapiens
P62877,Homo sapiens
P62942,Homo sapiens
P63208,Homo sapiens
P68431,Homo sapiens
P78314,Homo sapiens
P78330,Homo sapiens
P81274,Homo sapiens
P81605,Homo sapiens
P82279,Homo sapiens
P82930,Homo sapiens
P83105,Homo sapiens
P84074,Homo sapiens
P84085,Homo sapiens
P98066,Homo sapiens
P98073,Homo sapiens
P98153,Homo sapiens
P98171,Homo sapiens
P98177,Homo sapiens
P98187,Homo sapiens
Q00266,Homo sapiens
Q00536,Homo sapiens
Q00613,Homo sapiens
Q00975,Homo sapiens
Q00987,Homo sapiens
Q01113,Homo sapiens
Q01449,Homo sapiens
Q01453,Homo sapiens
Q01484,Homo sapiens
Q01726,Homo sapiens
Q02156,Homo sapiens
Q02241,Homo sapiens
Q02535,Homo sapiens
Q03113,Homo sapiens
Q03431,Homo sapiens
Q04695,Homo sapiens
Q04726,Homo sapiens
Q04844,Homo sapiens
Q04912,Homo sapiens
Q05086-2,Homo sapiens
Q05193,Homo sapiens
Q05513,Homo sapiens
Q06187,Homo sapiens
Q06643,Homo sapiens
Q06945,Homo sapiens
Q07011,Homo sapiens
Q07343,Homo sapiens
Q07352,Homo sapiens
Q07627,Homo sapiens
Q07889,Homo sapiens
Q07DZ6,Ornithorhynchus anatinus
Q08174,Homo sapiens
Q08499,Homo sapiens
Q08629,Homo sapiens
Q08752,Homo sapiens
Q08874-6,Mus musculus
Q08874-7,Mus musculus
Q08874-9,Mus musculus
Q08999,Homo sapiens
Q08D21,Xenopus tropicalis
Q09472,Homo sapiens
Q0GE19,Homo sapiens
Q0JRZ9,Homo sapiens
Q0WX57,Homo sapiens
Q12778,Homo sapiens
Q12797,Homo sapiens
Q12802,Homo sapiens
Q12809,Homo sapiens
Q12893,Homo sapiens
Q12955,Homo sapiens
Q12981,Homo sapiens
Q12982,Homo sapiens
Q13002,Homo sapiens
Q13002-6,Homo sapiens
Q13009,Homo sapiens
Q13017,Homo sapiens
Q13049,Homo sapiens
Q13094,Homo sapiens
Q13105,Homo sapiens
Q13107,Homo sapiens
Q13114,Homo sapiens
Q13117,Homo sapiens
Q13133,Homo sapiens
Q13151,Homo sapiens
Q13164,Homo sapiens
Q13164-4,Homo sapiens
Q13241,Homo sapiens
Q13243,Homo sapiens
Q13286,Homo sapiens
Q13322,Homo sapiens
Q13360,Homo sapiens
Q13363,Homo sapiens
Q13370,Homo sapiens
Q13402,Homo sapiens
Q13422,Homo sapiens
Q13470,Homo sapiens
Q13522,Homo sapiens
Q13621,Homo sapiens
Q13627,Homo sapiens
Q13671,Homo sapiens
Q13813,Homo sapiens
Q13888,Homo sapiens
Q14012,Homo sapiens
Q14129,Homo sapiens
Q14137,Homo sapiens
Q14155,Homo sapiens
Q14209,Homo sapiens
Q14210,Homo sapiens
Q14247,Homo sapiens
Q14353,Homo sapiens
Q14432,Homo sapiens
Q14442,Homo sapiens
Q14444,Homo sapiens
Q14457,Homo sapiens
Q14517,Homo sapiens
Q14643,Homo sapiens
Q14678,Homo sapiens
Q14679,Homo sapiens
Q14693,Homo sapiens
Q14694,Homo sapiens
Q14696,Homo sapiens
Q14749,Homo sapiens
Q14934,Homo sapiens
Q14938,Homo sapiens
Q14956,Homo sapiens
Q14957,Homo sapiens
Q14973,Homo sapiens
Q14995,Homo sapiens
Q14999,Homo sapiens
Q14CB8,Homo sapiens
Q15042,Homo sapiens
Q15059,Homo sapiens
Q15078,Homo sapiens
Q15113,Homo sapiens
Q15139,Homo sapiens
Q15326,Homo sapiens
Q15334,Homo sapiens
Q15361,Homo sapiens
Q15366,Homo sapiens
Q15418,Homo sapiens
Q15561,Homo sapiens
Q15562,Homo sapiens
Q15569,Homo sapiens
Q15583,Homo sapiens
Q15599,Homo sapiens
Q15645,Homo sapiens
Q15652,Homo sapiens
Q15653,Homo sapiens
Q15699,Homo sapiens
Q15743,Homo sapiens
Q15776,Homo sapiens
Q15785,Homo sapiens
Q15822,Homo sapiens
Q15831,Homo sapiens
Q15911,Homo sapiens
Q15942,Homo sapiens
Q16533,Homo sapiens
Q16558,Homo sapiens
Q16563,Homo sapiens
Q16584,Homo sapiens
Q16584-2,Homo sapiens
Q16594,Homo sapiens
Q16613,Homo sapiens
Q16625,Homo sapiens
Q16695,Homo sapiens
Q16740,Homo sapiens
Q16763,Homo sapiens
Q16773,Homo sapiens
Q16777,Homo sapiens
Q16778,Homo sapiens
Q16787,Homo sapiens
Q16827,Homo sapiens
Q16854,Homo sapiens
Q16878,Homo sapiens
Q1MX18,Homo sapiens
Q2M1Z3,Homo sapiens
Q2PPJ7,Homo sapiens
Q330K2,Homo sapiens
Q3KNW5,Homo sapiens
Q3KP66,Homo sapiens
Q3L8U1,Homo sapiens
Q3SXR2,unresolved_or_inactive
Q3SXY8,Homo sapiens
Q3SY56,Homo sapiens
Q3SY69,Homo sapiens
Q3SY84,Homo sapiens
Q3TFU9,Mus musculus
Q3U046,Mus musculus
Q3YEC7,Homo sapiens
Q460N3,Homo sapiens
Q495A1,Homo sapiens
Q495M9,Homo sapiens
Q4KL59,Mus musculus
Q4L180,Homo sapiens
Q4LE39,Homo sapiens
Q4VCS5,Homo sapiens
Q4W6L8,Takifugu rubripes
Q53EL6,Homo sapiens
Q53ET0,Homo sapiens
Q53FV1,Homo sapiens
Q53GG5,Homo sapiens
Q53H96,Homo sapiens
Q5BJF6,Homo sapiens
Q5C9Z4,Homo sapiens
Q5D1E8,Homo sapiens
Q5F1R6,Homo sapiens
Q5GLZ8,Homo sapiens
Q5H9S7,Homo sapiens
Q5JRA6,Homo sapiens
Q5JST6,Homo sapiens
Q5PRF9,Homo sapiens
Q5RF68,Pongo abelii
Q5S007,Homo sapiens
Q5SQI0,Homo sapiens
Q5SQI0-7,Homo sapiens
Q5SQQ9,Homo sapiens
Q5SRE7,Homo sapiens
Q5SXE4,Mus musculus
Q5SXM2,Homo sapiens
Q5T1R4,Homo sapiens
Q5T2R2,Homo sapiens
Q5T440,Homo sapiens
Q5T9G4,Homo sapiens
Q5TB30,Homo sapiens
Q5TBA9,Homo sapiens
Q5TC82,Homo sapiens
Q5TDH0,Homo sapiens
Q5U5X0,Homo sapiens
Q5VT99,Homo sapiens
Q5VUG0,Homo sapiens
Q5VWQ8,Homo sapiens
Q5VWQ8-3,Homo sapiens
Q5VXU9,Homo sapiens
Q5VY43,Homo sapiens
Q5VYS8,Homo sapiens
Q5VZY2,Homo sapiens
Q5XKL5,Homo sapiens
Q684P5,Homo sapiens
Q68CP9,Homo sapiens
Q695T7,Homo sapiens
Q6DBU4,Danio rerio
Q6GTX8,Homo sapiens
Q6ICL3,Homo sapiens
Q6IE81,Homo sapiens
Q6KB66,Homo sapiens
Q6KC79,Homo sapiens
Q6N021,Homo sapiens
Q6N021-2,Homo sapiens
Q6N043,Homo sapiens
Q6N075,Homo sapiens
Q6NUK1,Homo sapiens
Q6NUN9,Homo sapiens
Q6NY14,Xenopus tropicalis
Q6P087,Homo sapiens
Q6P4D5,Homo sapiens
Q6P4D5-2,Homo sapiens
Q6P4D5-3,Homo sapiens
Q6P597,Homo sapiens
Q6P910,Mus musculus
Q6P9G9,Homo sapiens
Q6PF18,Homo sapiens
Q6PI26,Homo sapiens
Q6PJF5,Homo sapiens
Q6PJG9,Homo sapiens
Q6PKX4,Homo sapiens
Q6Q759,Homo sapiens
Q6QHK4,Homo sapiens
Q6R327,Homo sapiens
Q6SJ93,Homo sapiens
Q6SPF0,Homo sapiens
Q6TFL4,Homo sapiens
Q6TGC4,Homo sapiens
Q6UX06,Homo sapiens
Q6UXD5,Homo sapiens
Q6UXH1,Homo sapiens
Q6UXV0,Homo sapiens
Q6UXX9,Homo sapiens
Q6VAB6,Homo sapiens
Q6W2J9,Homo sapiens
Q6Y1H2,Homo sapiens
Q6ZMJ4,Homo sapiens
Q6ZN04,Homo sapiens
Q6ZN55,Homo sapiens
Q6ZP82,Homo sapiens
Q6ZR08,Homo sapiens
Q6ZRS2,Homo sapiens
Q6ZT62,Homo sapiens
Q6ZU80,Homo sapiens
Q6ZUM4,Homo sapiens
Q70Z44,Homo sapiens
Q76MJ5,Homo sapiens
Q7KZI7,Homo sapiens
Q7L014,Homo sapiens
Q7L5D6,Homo sapiens
Q7RTS1,Homo sapiens
Q7RTX7,Homo sapiens
Q7Z309,Homo sapiens
Q7Z3C6,Homo sapiens
Q7Z3K6,Homo sapiens
Q7Z3Z0,Homo sapiens
Q7Z418,Homo sapiens
Q7Z434,Homo sapiens
Q7Z4L5,Homo sapiens
Q7Z4S6,Homo sapiens
Q7Z4V5,Homo sapiens
Q7Z5H3,Homo sapiens
Q7Z614,Homo sapiens
Q7Z6C1,Homo sapiens
Q7Z6K1,Homo sapiens
Q7Z6K5,Homo sapiens
Q7Z7B1,Homo sapiens
Q86SJ2,Homo sapiens
Q86T13,Homo sapiens
Q86TG1,Homo sapiens
Q86TI0,Homo sapiens
Q86U90,Homo sapiens
Q86UN3,Homo sapiens
Q86UP3,Homo sapiens
Q86UR1,Homo sapiens
Q86UR5,Homo sapiens
Q86UT5,Homo sapiens
Q86UU5,Homo sapiens
Q86V20,Homo sapiens
Q86V87,Homo sapiens
Q86VF5,Homo sapiens
Q86VF7,Homo sapiens
Q86VP3,Homo sapiens
Q86WA9,Homo sapiens
Q86WU2,Homo sapiens
Q86WX3,Homo sapiens
Q86X29,Homo sapiens
Q86X95,Homo sapiens
Q86XF7,Homo sapiens
Q86XP0,Homo sapiens
Q86XX4,Homo sapiens
Q86Y56,Homo sapiens
Q86YA3,Homo sapiens
Q86YD1,Homo sapiens
Q86YT5,Homo sapiens
Q8BFX6,Mus musculus
Q8IU57,Homo sapiens
Q8IUC6,Homo sapiens
Q8IUG5,Homo sapiens
Q8IUQ0,Homo sapiens
Q8IV01,Homo sapiens
Q8IV08,Homo sapiens
Q8IV48,Homo sapiens
Q8IV76,Homo sapiens
Q8IVH8,Homo sapiens
Q8IVT5,Homo sapiens
Q8IW00,Homo sapiens
Q8IW40,Homo sapiens
Q8IWE4,Homo sapiens
Q8IWL1,Homo sapiens
Q8IWS0,Homo sapiens
Q8IWU4,Homo sapiens
Q8IWU9,Homo sapiens
Q8IWZ4,Homo sapiens
Q8IWZ8,Homo sapiens
Q8IXM3,Homo sapiens
Q8IY37,Homo sapiens
Q8IYJ2,Homo sapiens
Q8IYK8,Homo sapiens
Q8IYV9,Homo sapiens
Q8IZF6,Homo sapiens
Q8K4Q0-2,Mus musculus
Q8N119,Homo sapiens
Q8N122,Homo sapiens
Q8N122-3,Homo sapiens
Q8N1A0,Homo sapiens
Q8N1G1,Homo sapiens
Q8N1Q8,Homo sapiens
Q8N2M8,Homo sapiens
Q8N2Z9,Homo sapiens
Q8N371,Homo sapiens
Q8N386,Homo sapiens
Q8N3J5,Homo sapiens
Q8N3K9,Homo sapiens
Q8N3Z6,Homo sapiens
Q8N474,Homo sapiens
Q8N4L2,Homo sapiens
Q8N511,Homo sapiens
Q8N539,Homo sapiens
Q8N5S9,Homo sapiens
Q8N635,Homo sapiens
Q8N697,Homo sapiens
Q8N6G6,Homo sapiens
Q8N6S4,Homo sapiens
Q8N8R3,Homo sapiens
Q8N9B5,Homo sapiens
Q8NAN2,Homo sapiens
Q8NB14,Homo sapiens
Q8NBJ5,Homo sapiens
Q8NBS3,Homo sapiens
Q8NBT2,Homo sapiens
Q8NC67,Homo sapiens
Q8NCD3,Homo sapiens
Q8NCW6,Homo sapiens
Q8ND25,Homo sapiens
Q8ND76,Homo sapiens
Q8NDH3,Homo sapiens
Q8NDV7,Homo sapiens
Q8NDW8,Homo sapiens
Q8NDX5,Homo sapiens
Q8NEM8,Homo sapiens
Q8NF37,Homo sapiens
Q8NF50,Homo sapiens
Q8NFT8,Homo sapiens
Q8NG27,Homo sapiens
Q8NHG8,Homo sapiens
Q8NHY2,Homo sapiens
Q8NHY2-3,Homo sapiens
Q8TAA9,Homo sapiens
Q8TAD2,Homo sapiens
Q8TAM2,Homo sapiens
Q8TB72,Homo sapiens
Q8TBM8,Homo sapiens
Q8TBZ8,Homo sapiens
Q8TC29,Homo sapiens
Q8TC41,Homo sapiens
Q8TCG1,Homo sapiens
Q8TD10,Homo sapiens
Q8TD17,Homo sapiens
Q8TDN4,Homo sapiens
Q8TDU9,Homo sapiens
Q8TE57,Homo sapiens
Q8TE73,Homo sapiens
Q8TE77,Homo sapiens
Q8TEC5,Homo sapiens
Q8TEP8,Homo sapiens
Q8TER0,Homo sapiens
Q8TEW0,Homo sapiens
Q8TEW0-8,Homo sapiens
Q8WTP8,Homo sapiens
Q8WTR7,Homo sapiens
Q8WTW4,Homo sapiens
Q8WUA4,Homo sapiens
Q8WUI4,Homo sapiens
Q8WUM0,Homo sapiens
Q8WV28,Homo sapiens
Q8WVJ9,Homo sapiens
Q8WW12,Homo sapiens
Q8WWB7,Homo sapiens
Q8WWL7,Homo sapiens
Q8WWN8,Homo sapiens
Q8WWQ0,Homo sapiens
Q8WWQ8,Homo sapiens
Q8WWU5,Homo sapiens
Q8WWZ1,Homo sapiens
Q8WWZ3,Homo sapiens
Q8WXF8,Homo sapiens
Q8WXI2,Homo sapiens
Q8WXI4,Homo sapiens
Q8WXS3,Homo sapiens
Q8WYK2,Homo sapiens
Q8WYL5,Homo sapiens
Q924A2-4,Mus musculus
Q92504,Homo sapiens
Q92526,Homo sapiens
Q92536,Homo sapiens
Q92551,Homo sapiens
Q92562,Homo sapiens
Q92604,Homo sapiens
Q92611,Homo sapiens
Q92622,Homo sapiens
Q92636,Homo sapiens
Q92730,Homo sapiens
Q92786,Homo sapiens
Q92831,Homo sapiens
Q92833,Homo sapiens
Q92874,Homo sapiens
Q92879,Homo sapiens
Q92889,Homo sapiens
Q92932,Homo sapiens
Q92934,Homo sapiens
Q92945,Homo sapiens
Q92952,Homo sapiens
Q92974,Homo sapiens
Q93099,Homo sapiens
Q95KW6,Oryctolagus cuniculus
Q969M3,Homo sapiens
Q969V3,Homo sapiens
Q969X2,Homo sapiens
Q96AD5,Homo sapiens
Q96AD5-2,Homo sapiens
Q96AV8,Homo sapiens
Q96B36,Homo sapiens
Q96BW1,Homo sapiens
Q96BZ4,Homo sapiens
Q96C92,Homo sapiens
Q96CD2,Homo sapiens
Q96CF2,Homo sapiens
Q96DA6,Homo sapiens
Q96DX5,Homo sapiens
Q96DZ5,Homo sapiens
Q96E09,Homo sapiens
Q96EG3,Homo sapiens
Q96EY5,Homo sapiens
Q96F86,Homo sapiens
Q96FC9,Homo sapiens
